,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,MiddleSchool_ELA_TotalStudents,MiddleSchool_ELA_Total4s,MiddleSchool_ELA_AIAN4s,MiddleSchool_ELA_Black4s,MiddleSchool_ELA_Hispanic4s,MiddleSchool_ELA_Asian4s,MiddleSchool_ELA_White4s,MiddleSchool_ELA_Multiracial4s,MiddleSchool_ELA_LimitedEng4s,MiddleSchool_ELA_EcoDisadv4s,MiddleSchool_Math_TotalStudents,MiddleSchool_Math_Total4s,MiddleSchool_Math_AIAN4s,MiddleSchool_Math_Black4s,MiddleSchool_Math_Hispanic4s,MiddleSchool_Math_Asian4s,MiddleSchool_Math_White4s,MiddleSchool_Math_Multiracial4s,MiddleSchool_Math_LimitedEng4s,MiddleSchool_Math_EcoDisadv4s,DBN,School,Total_Students,Testers,Offers,Perc_Testers,Perc_Offers,Offer
292,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,331800010763,18K763,18,40.647918,-73.925602,"5404 TILDEN AVE BROOKLYN, NY 11203",BROOKLYN,11203,"06,07,08",06,08,No,0.535,,0.03,0.0,0.95,0.03,0.01,0.95,0.1,0.98,,1.0,,0.95,,0.98,,0.81,,0.97,,,2.39,2.27,140,0.1,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,140,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,70.0,36.0,2.5,51.42857142857142,3.571428571428571,1
293,P.S. 089 CYPRESS HILLS,331900010089,19K089,19,40.677777,-73.886699,"265 WARWICK ST BROOKLYN, NY 11207",BROOKLYN,11207,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.8240000000000001,38667.98,0.41,0.01,0.03,0.95,0.0,0.95,0.1,0.83,Approaching Target,0.85,Exceeding Target,0.91,Exceeding Target,0.72,Approaching Target,0.85,Meeting Target,0.9,Meeting Target,Meeting Target,2.2,2.27,158,0.03164556962025317,0.0,0.0,0.0189873417721519,0.0,0.0,0.0,0.0,0.0189873417721519,161,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19K089,P.S. 089 CYPRESS HILLS,60.0,10.0,2.5,16.666666666666664,4.166666666666666,1
294,I.S. 171 ABRAHAM LINCOLN,331900010171,19K171,19,40.685840999999996,-73.869429,"528 RIDGEWOOD AVE BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",06,08,No,0.7879999999999999,,0.22,0.04,0.14,0.77,0.01,0.92,0.26,0.93,Meeting Target,0.94,Meeting Target,0.85,Meeting Target,0.86,Meeting Target,0.76,Approaching Target,0.93,Meeting Target,Approaching Target,2.27,2.2,500,0.044,0.0,0.002,0.034,0.004,0.0,0.0,0.0,0.042,523,0.017208413001912046,0.0,0.0019120458891013384,0.009560229445506692,0.0057361376673040155,0.0,0.0,0.0,0.017208413001912046,19K171,I.S. 171 ABRAHAM LINCOLN,157.0,15.0,2.5,9.554140127388536,1.5923566878980893,1
295,J.H.S. 218 JAMES P. SINNOTT,331900010218,19K218,19,40.670064,-73.87455600000001,"370 FOUNTAIN AVE BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",06,08,No,0.857,,0.22,0.2,0.36,0.43,0.01,0.89,0.41,0.87,Approaching Target,0.85,Approaching Target,0.82,Approaching Target,0.8,Meeting Target,0.79,Meeting Target,0.89,Meeting Target,Meeting Target,2.16,2.14,386,0.023316062176165803,0.0,0.007772020725388601,0.0051813471502590676,0.0,0.0,0.0,0.0,0.018134715025906734,385,0.046753246753246755,0.0,0.005194805194805195,0.005194805194805195,0.0,0.0,0.0,0.0025974025974025974,0.03116883116883117,19K218,J.H.S. 218 JAMES P. SINNOTT,144.0,36.0,2.5,25.0,1.7361111111111112,1
296,J.H.S. 292 MARGARET S. DOUGLAS,331900010292,19K292,19,40.671887,-73.89345300000001,"301 VERMONT ST BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08",06,08,No,0.848,,0.1,0.12,0.52,0.33,0.01,0.91,0.29,0.79,Meeting Target,0.79,Meeting Target,0.81,Approaching Target,0.72,Approaching Target,0.72,Approaching Target,0.85,Approaching Target,Meeting Target,2.39,2.44,600,0.13166666666666665,0.0,0.04833333333333333,0.035,0.011666666666666667,0.0,0.0,0.0,0.11833333333333333,524,0.1316793893129771,0.0,0.04580152671755725,0.03244274809160305,0.05152671755725191,0.0,0.0,0.0,0.11641221374045801,19K292,J.H.S. 292 MARGARET S. DOUGLAS,222.0,56.0,6.0,25.225225225225223,2.7027027027027026,1
297,P.S. 306 ETHAN ALLEN,331900010306,19K306,19,40.655260999999996,-73.88633399999999,"970 VERMONT ST BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05,06,07,08",PK,08,Yes,0.875,30491.71,0.03,0.01,0.74,0.23,0.01,0.86,0.57,0.85,Approaching Target,0.68,Not Meeting Target,0.78,Approaching Target,0.5,Not Meeting Target,0.81,Approaching Target,0.75,Not Meeting Target,Approaching Target,2.12,2.04,141,0.04964539007092199,0.0,0.02127659574468085,0.028368794326241134,0.0,0.0,0.0,0.0,0.03546099290780142,141,0.0070921985815602835,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,,,,,,,,0
298,ESSENCE SCHOOL,331900010311,19K311,19,40.662265000000005,-73.894749,"590 SHEFFIELD AVE BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08",06,08,Yes,0.7829999999999999,,0.21,0.04,0.69,0.2,0.07,0.9,0.31,0.83,Approaching Target,0.96,Meeting Target,0.78,Approaching Target,0.91,Meeting Target,0.84,Meeting Target,0.92,Meeting Target,Not Meeting Target,1.95,1.9,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.009523809523809525,0.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0
299,I.S. 364 GATEWAY,331900010364,19K364,19,40.646471000000005,-73.881132,"1426 FREEPORT LOOP BROOKLYN, NY 11239",BROOKLYN,11239,"06,07,08",06,08,No,0.669,,0.02,0.02,0.69,0.26,0.03,0.92,0.3,0.81,Meeting Target,0.85,Meeting Target,0.82,Approaching Target,0.8,Meeting Target,0.77,Approaching Target,0.87,Approaching Target,Meeting Target,2.49,2.3,293,0.08191126279863481,0.0,0.04778156996587031,0.020477815699658702,0.0,0.0,0.0,0.0,0.06825938566552901,265,0.03018867924528302,0.0,0.022641509433962263,0.0,0.0,0.0,0.0,0.0,0.022641509433962263,19K364,I.S. 364 GATEWAY,99.0,21.0,2.5,21.21212121212121,2.525252525252525,1
300,ACADEMY FOR YOUNG WRITERS,331900011404,19K404,19,40.6573,-73.874138,"1065 ELTON ST BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08,09,10,11,12",06,12,Yes,0.705,,0.01,0.01,0.72,0.24,0.01,0.9,0.39,0.71,Meeting Target,0.85,Exceeding Target,0.78,Meeting Target,0.87,Meeting Target,0.75,Approaching Target,0.92,Meeting Target,Approaching Target,2.16,1.98,185,0.032432432432432434,0.0,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,183,0.02185792349726776,0.0,0.01092896174863388,0.0,0.0,0.0,0.0,0.0,0.02185792349726776,19K404,ACADEMY FOR YOUNG WRITERS,62.0,8.0,2.5,12.903225806451612,4.032258064516129,1
301,EAST NEW YORK FAMILY ACADEMY,331900011409,19K409,19,40.661208,-73.886779,"2057 LINDEN BLVD BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08,09,10,11,12",06,12,No,0.716,,0.03,0.02,0.65,0.3,0.01,0.95,0.08,0.87,Meeting Target,0.85,Meeting Target,0.8,Meeting Target,0.84,Meeting Target,0.71,Approaching Target,0.9,Meeting Target,Meeting Target,2.61,2.74,201,0.06467661691542288,0.0,0.03980099502487562,0.004975124378109453,0.0,0.0,0.0,0.0,0.03482587064676617,202,0.07920792079207921,0.0,0.039603960396039604,0.01485148514851485,0.0,0.0,0.0,0.0,0.0594059405940594,19K409,EAST NEW YORK FAMILY ACADEMY,75.0,13.0,2.5,17.333333333333336,3.3333333333333335,1
302,SPRING CREEK COMMUNITY SCHOOL,331900011422,19K422,19,40.6573,-73.874138,"1065 ELTON ST BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08,09,10,11,12",06,12,Yes,0.777,,0.03,0.01,0.72,0.24,0.01,0.91,0.31,0.88,Meeting Target,0.96,Exceeding Target,0.85,Meeting Target,0.94,Meeting Target,0.77,Meeting Target,0.93,Meeting Target,Approaching Target,2.27,2.1,215,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,216,0.023148148148148147,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,19K422,SPRING CREEK COMMUNITY SCHOOL,71.0,14.0,2.5,19.718309859154928,3.5211267605633805,1
303,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,331900010452,19K452,19,40.646745,-73.881849,"1400 PENNSYLVANIA AVE BROOKLYN, NY 11239",BROOKLYN,11239,"06,07,08",06,08,No,0.64,,0.02,0.05,0.72,0.23,0.0,0.95,0.14,0.89,Exceeding Target,0.95,Meeting Target,0.85,Meeting Target,0.91,Exceeding Target,0.84,Meeting Target,0.96,Exceeding Target,Approaching Target,2.72,2.63,303,0.10561056105610561,0.0,0.0594059405940594,0.009900990099009901,0.009900990099009901,0.0,0.0,0.0,0.06930693069306931,303,0.13861386138613863,0.0,0.07920792079207921,0.026402640264026403,0.0033003300330033004,0.0,0.0,0.0,0.11221122112211221,19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,96.0,45.0,2.5,46.875,2.604166666666667,1
304,VAN SICLEN COMMUNITY MIDDLE SCHOOL,331900010654,19K654,19,40.659637,-73.885597,"800 VAN SICLEN AVE BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08",06,08,No,0.78,,0.14,0.02,0.68,0.28,0.02,0.9,0.33,0.86,Meeting Target,0.96,Meeting Target,0.83,Meeting Target,0.93,Exceeding Target,0.8,Meeting Target,0.95,Exceeding Target,Approaching Target,1.96,1.95,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,0.006779661016949152,0.0,0.0,0.003389830508474576,0.0,0.0,0.0,0.003389830508474576,0.006779661016949152,19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,121.0,16.0,2.5,13.223140495867769,2.066115702479339,1
305,VISTA ACADEMY,331900010661,19K661,19,40.676982,-73.883838,"350 LINWOOD ST BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",06,08,No,0.812,,0.11,0.04,0.27,0.66,0.02,0.93,0.24,0.74,Approaching Target,0.73,Approaching Target,0.89,Exceeding Target,0.74,Approaching Target,0.77,Approaching Target,0.79,Meeting Target,Meeting Target,2.22,2.45,336,0.06547619047619048,0.0,0.005952380952380952,0.05654761904761905,0.0,0.0,0.0,0.0,0.05357142857142857,343,0.0728862973760933,0.0,0.008746355685131196,0.04956268221574344,0.0058309037900874635,0.0,0.0,0.0,0.061224489795918366,19K661,VISTA ACADEMY,114.0,17.0,2.5,14.912280701754385,2.1929824561403506,1
306,LIBERTY AVENUE MIDDLE SCHOOL,331900010662,19K662,19,40.676982,-73.883838,"350 LINWOOD ST BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",06,08,No,0.823,,0.2,0.05,0.24,0.68,0.01,0.92,0.31,0.91,Exceeding Target,0.97,Exceeding Target,0.94,Exceeding Target,0.94,Exceeding Target,0.78,Meeting Target,0.97,Exceeding Target,Meeting Target,2.32,2.31,374,0.029411764705882353,0.0,0.008021390374331552,0.01871657754010695,0.0,0.0,0.0,0.0,0.02406417112299465,377,0.021220159151193633,0.0,0.0,0.021220159151193633,0.0,0.0,0.0,0.0,0.010610079575596816,19K662,LIBERTY AVENUE MIDDLE SCHOOL,157.0,31.0,2.5,19.745222929936308,1.5923566878980893,1
307,SCHOOL OF THE FUTURE BROOKLYN,331900010663,19K663,19,40.665557,-73.89764100000001,"574 DUMONT AVE BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08",06,08,No,0.8909999999999999,,0.04,0.02,0.64,0.33,0.01,0.94,0.16,0.88,Meeting Target,0.97,Exceeding Target,0.83,Meeting Target,0.94,Exceeding Target,0.85,Meeting Target,0.93,Meeting Target,Meeting Target,2.19,2.2,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19K663,SCHOOL OF THE FUTURE BROOKLYN,44.0,16.0,2.5,36.36363636363637,5.681818181818182,1
308,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,331900010678,19K678,19,40.669568,-73.879189,"605 SHEPHERD AVE BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",06,08,No,0.845,,0.05,0.04,0.59,0.37,0.0,0.92,0.32,0.86,Meeting Target,0.96,Meeting Target,0.93,Meeting Target,0.91,Exceeding Target,0.83,Meeting Target,0.96,Exceeding Target,Approaching Target,2.19,2.07,244,0.020491803278688523,0.0,0.012295081967213115,0.0,0.0,0.0,0.0,0.0,0.020491803278688523,246,0.012195121951219513,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,83.0,18.0,2.5,21.686746987951807,3.0120481927710845,1
309,HIGHLAND PARK COMMUNITY SCHOOL,331900010760,19K760,19,40.685840999999996,-73.869429,"528 RIDGEWOOD AVE BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",06,08,No,0.818,,0.13,0.02,0.17,0.78,0.0,0.91,0.43,0.87,,0.92,,0.85,,0.87,,0.74,,0.91,,,2.34,2.14,196,0.025510204081632654,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,200,0.025,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.025,19K760,HIGHLAND PARK COMMUNITY SCHOOL,101.0,14.0,2.5,13.861386138613863,2.4752475247524752,1
310,P.S./I.S. 30 MARY WHITE OVINGTON,332000010030,20K030,20,40.633733,-74.02422,"7002 4TH AVE BROOKLYN, NY 11209",BROOKLYN,11209,"06,07,08",06,08,No,0.6509999999999999,50776.12,0.26,0.2,0.02,0.3,0.48,0.95,0.13,0.87,Meeting Target,0.88,Exceeding Target,0.87,Meeting Target,0.81,Meeting Target,0.76,Not Meeting Target,0.9,Meeting Target,Meeting Target,2.71,2.81,391,0.2071611253196931,0.0,0.0,0.03324808184143223,0.0,0.13554987212276215,0.0,0.0,0.14578005115089515,397,0.181360201511335,0.0,0.0,0.03526448362720403,0.0,0.08060453400503778,0.0,0.007556675062972292,0.13602015113350127,20K030,P.S./I.S. 30 MARY WHITE OVINGTON,134.0,56.0,6.0,41.7910447761194,4.477611940298507,1
311,J.H.S. 062 DITMAS,332000010062,20K062,20,40.638574,-73.97124000000001,"700 CORTELYOU RD BROOKLYN, NY 11218",BROOKLYN,11218,"06,07,08",06,08,No,0.741,,0.22,0.31,0.24,0.31,0.13,0.95,0.12,0.89,Meeting Target,0.9,Meeting Target,0.87,Exceeding Target,0.84,Meeting Target,0.74,Approaching Target,0.92,Meeting Target,Meeting Target,2.41,2.46,917,0.0806979280261723,0.0,0.016357688113413305,0.017448200654307525,0.03816793893129771,0.0,0.0,0.0,0.064340239912759,972,0.10185185185185185,0.0,0.01646090534979424,0.013374485596707819,0.056584362139917695,0.006172839506172839,0.0,0.00205761316872428,0.08950617283950617,20K062,J.H.S. 062 DITMAS,418.0,136.0,8.0,32.535885167464116,1.9138755980861244,1
312,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,332000010104,20K104,20,40.618025,-74.028588,"9115 5TH AVE BROOKLYN, NY 11209",BROOKLYN,11209,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.523,57526.02,0.09,0.22,0.03,0.25,0.47,0.96,0.1,0.92,Exceeding Target,0.93,Exceeding Target,0.86,Meeting Target,0.85,Meeting Target,0.78,Approaching Target,0.93,Meeting Target,Meeting Target,2.82,3.09,468,0.16880341880341881,0.0,0.0,0.029914529914529916,0.023504273504273504,0.0876068376068376,0.0,0.0,0.10256410256410256,480,0.20208333333333334,0.0,0.0,0.029166666666666667,0.029166666666666667,0.11666666666666667,0.0,0.0020833333333333333,0.11041666666666666,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,168.0,73.0,7.0,43.452380952380956,4.166666666666666,1
313,THE SEEALL ACADEMY,332000010180,20K180,20,40.62659,-73.989464,"5601 16TH AVE BROOKLYN, NY 11204",BROOKLYN,11204,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.706,39390.34,0.23,0.43,0.01,0.28,0.27,0.97,0.09,0.93,Meeting Target,0.94,Exceeding Target,0.86,Meeting Target,0.89,Exceeding Target,0.8,Approaching Target,0.93,Exceeding Target,Meeting Target,2.74,3.03,490,0.15714285714285714,0.0,0.0,0.01020408163265306,0.10816326530612246,0.02040816326530612,0.0,0.0,0.1326530612244898,461,0.31670281995661603,0.0,0.0,0.013015184381778741,0.24945770065075923,0.04121475054229935,0.0,0.004338394793926247,0.2841648590021692,20K180,THE SEEALL ACADEMY,170.0,94.0,19.0,55.294117647058826,11.176470588235295,1
314,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,332000010187,20K187,20,40.627846999999996,-74.004003,"1171 65TH ST BROOKLYN, NY 11219",BROOKLYN,11219,"06,07,08",06,08,No,0.48,,0.02,0.69,0.01,0.06,0.24,0.98,0.02,0.92,Exceeding Target,0.91,Exceeding Target,0.92,Exceeding Target,0.9,Exceeding Target,0.76,Approaching Target,0.93,Exceeding Target,Exceeding Target,3.83,4.19,947,0.7518479408658922,0.0,0.0,0.0,0.5533262935586061,0.17529039070749736,0.0,0.0,0.44350580781414994,942,0.9309978768577495,0.0,0.0,0.0,0.6857749469214437,0.21231422505307856,0.0,0.0,0.5615711252653928,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,344.0,319.0,268.0,92.73255813953489,77.90697674418605,1
315,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,332000010192,20K192,20,40.628989000000004,-73.979862,"4715 18TH AVE BROOKLYN, NY 11204",BROOKLYN,11204,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.8,40627.41,0.3,0.2,0.02,0.52,0.26,0.94,0.16,0.9,Exceeding Target,0.89,Exceeding Target,0.89,Exceeding Target,0.78,Meeting Target,0.81,Approaching Target,0.9,Meeting Target,Meeting Target,2.46,2.59,165,0.14545454545454545,0.0,0.0,0.06060606060606061,0.048484848484848485,0.012121212121212121,0.0,0.0,0.10909090909090909,166,0.21084337349397592,0.0,0.0,0.08433734939759036,0.07228915662650602,0.018072289156626505,0.0,0.006024096385542169,0.14457831325301204,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,49.0,6.0,2.5,12.244897959183673,5.1020408163265305,1
316,J.H.S. 201 THE DYKER HEIGHTS,332000010201,20K201,20,40.618745000000004,-74.01331,"8010 12TH AVE BROOKLYN, NY 11228",BROOKLYN,11228,"06,07,08",06,08,No,0.5579999999999999,,0.08,0.46,0.0,0.14,0.39,0.97,0.07,0.92,Exceeding Target,0.94,Exceeding Target,0.88,Exceeding Target,0.87,Meeting Target,0.7,Approaching Target,0.94,Exceeding Target,Exceeding Target,3.13,3.36,1398,0.27968526466380544,0.0,0.0,0.012160228898426323,0.16452074391988555,0.09656652360515021,0.0,0.000715307582260372,0.1938483547925608,1333,0.38484621155288823,0.0,0.0,0.012753188297074268,0.2678169542385596,0.09377344336084022,0.0,0.006001500375093774,0.2760690172543136,20K201,J.H.S. 201 THE DYKER HEIGHTS,498.0,296.0,127.0,59.43775100401606,25.502008032128515,1
317,J.H.S. 220 JOHN J. PERSHING,332000010220,20K220,20,40.640772999999996,-74.00080799999999,"4812 9TH AVE BROOKLYN, NY 11220",BROOKLYN,11220,"06,07,08",06,08,No,0.828,,0.33,0.49,0.01,0.44,0.06,0.95,0.12,0.83,Exceeding Target,0.8,Approaching Target,0.82,Meeting Target,0.77,Approaching Target,0.67,Not Meeting Target,0.87,Approaching Target,Meeting Target,2.42,2.81,1274,0.08398744113029827,0.0,0.0007849293563579278,0.022762951334379906,0.04945054945054945,0.007849293563579277,0.0,0.0007849293563579278,0.05886970172684458,1320,0.25,0.0,0.0007575757575757576,0.03409090909090909,0.2053030303030303,0.008333333333333333,0.0,0.06515151515151515,0.16818181818181818,20K220,J.H.S. 220 JOHN J. PERSHING,497.0,199.0,27.0,40.04024144869216,5.432595573440644,1
318,J.H.S. 223 THE MONTAUK,332000010223,20K223,20,40.634787,-73.98163100000001,"4200 16TH AVE BROOKLYN, NY 11204",BROOKLYN,11204,"06,07,08",06,08,No,0.792,,0.31,0.61,0.04,0.27,0.07,0.96,0.12,0.85,Meeting Target,0.88,Exceeding Target,0.86,Meeting Target,0.82,Meeting Target,0.72,Approaching Target,0.9,Meeting Target,Exceeding Target,2.43,2.89,872,0.08027522935779817,0.0,0.0022935779816513763,0.01261467889908257,0.06192660550458716,0.0011467889908256881,0.0,0.0011467889908256881,0.07568807339449542,923,0.2513542795232936,0.0,0.0021668472372697724,0.014084507042253521,0.218851570964247,0.013001083423618635,0.0,0.04225352112676056,0.2361863488624052,20K223,J.H.S. 223 THE MONTAUK,337.0,132.0,16.0,39.16913946587537,4.747774480712167,1
319,J.H.S. 227 EDWARD B. SHALLOW,332000010227,20K227,20,40.621845,-73.995529,"6500 16TH AVE BROOKLYN, NY 11204",BROOKLYN,11204,"06,07,08",06,08,No,0.731,,0.26,0.6,0.0,0.24,0.16,0.96,0.11,0.85,Approaching Target,0.87,Meeting Target,0.85,Meeting Target,0.78,Approaching Target,0.68,Not Meeting Target,0.91,Meeting Target,Meeting Target,2.49,2.83,1210,0.09256198347107437,0.0,0.0,0.014049586776859505,0.06611570247933884,0.0,0.0,0.0,0.07107438016528926,1295,0.17374517374517376,0.0,0.0,0.012355212355212355,0.14903474903474903,0.0,0.0,0.013127413127413128,0.14826254826254825,20K227,J.H.S. 227 EDWARD B. SHALLOW,454.0,196.0,22.0,43.17180616740088,4.845814977973569,1
320,P.S. 229 DYKER,332000010229,20K229,20,40.610577,-74.013301,"1400 BENSON AVE BROOKLYN, NY 11228",BROOKLYN,11228,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.385,70641.62,0.09,0.55,0.01,0.11,0.32,0.97,0.08,0.9,Exceeding Target,0.88,Meeting Target,0.87,Meeting Target,0.76,Approaching Target,0.8,Approaching Target,0.89,Meeting Target,Meeting Target,3.11,3.44,304,0.19736842105263158,0.0,0.0,0.0,0.11842105263157894,0.06578947368421052,0.0,0.0,0.1118421052631579,278,0.381294964028777,0.0,0.0,0.0,0.2697841726618705,0.09352517985611511,0.0,0.0035971223021582736,0.22302158273381295,20K229,P.S. 229 DYKER,105.0,58.0,14.0,55.23809523809524,13.333333333333334,1
321,J.H.S. 259 WILLIAM MCKINLEY,332000010259,20K259,20,40.626227,-74.014758,"7301 FT HAMILTON PKWY BROOKLYN, NY 11228",BROOKLYN,11228,"06,07,08",06,08,No,0.622,,0.11,0.45,0.01,0.22,0.32,0.96,0.12,0.95,Exceeding Target,0.96,Exceeding Target,0.89,Meeting Target,0.91,Exceeding Target,0.69,Approaching Target,0.94,Exceeding Target,Meeting Target,2.92,3.28,1563,0.2591170825335892,0.0,0.0,0.02431222008957134,0.15674984005118361,0.07357645553422905,0.0,0.0006397952655150352,0.17914267434420986,1590,0.40817610062893084,0.0,0.0,0.03018867924528302,0.2849056603773585,0.09056603773584905,0.0,0.01509433962264151,0.3050314465408805,20K259,J.H.S. 259 WILLIAM MCKINLEY,565.0,322.0,83.0,56.99115044247788,14.690265486725664,1
322,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,332000011609,20K609,20,40.634787,-73.98163100000001,"4200 16TH AVE BROOKLYN, NY 11204",BROOKLYN,11204,"06,07,08,09,10,11,12",06,12,No,0.71,,0.1,0.47,0.21,0.19,0.12,0.94,0.21,0.87,Meeting Target,0.89,Meeting Target,0.88,Meeting Target,0.85,Meeting Target,0.73,Approaching Target,0.9,Meeting Target,Meeting Target,2.66,2.58,175,0.13714285714285715,0.0,0.011428571428571429,0.011428571428571429,0.09714285714285714,0.005714285714285714,0.0,0.0,0.09142857142857143,166,0.10240963855421686,0.0,0.012048192771084338,0.012048192771084338,0.07228915662650602,0.006024096385542169,0.0,0.0,0.04819277108433735,20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,70.0,21.0,2.5,30.0,3.571428571428571,1
323,BROOKLYN SCHOOL OF INQUIRY,332000010686,20K686,20,40.607008,-73.986852,"50 AVE P BROOKLYN, NY 11218",BROOKLYN,11218,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.209,65859.29,0.06,0.18,0.05,0.05,0.71,0.96,0.05,0.91,Exceeding Target,0.97,Exceeding Target,0.94,Exceeding Target,0.95,Exceeding Target,0.9,Exceeding Target,0.95,Exceeding Target,Meeting Target,3.47,3.68,140,0.4928571428571429,0.0,0.02142857142857143,0.0,0.07142857142857142,0.35714285714285715,0.0,0.0,0.06428571428571428,140,0.7071428571428572,0.0,0.007142857142857143,0.0,0.14285714285714285,0.5285714285714286,0.0,0.0,0.10714285714285714,20K686,BROOKLYN SCHOOL OF INQUIRY,62.0,58.0,42.0,93.54838709677419,67.74193548387096,1
324,P.S. 095 THE GRAVESEND,332100010095,21K095,21,40.595711,-73.975173,"345 VAN SICKLEN ST BROOKLYN, NY 11223",BROOKLYN,11223,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.695,40295.15,0.14,0.29,0.09,0.39,0.22,0.94,0.19,0.97,Exceeding Target,0.95,Exceeding Target,0.97,Exceeding Target,0.9,Exceeding Target,0.82,Meeting Target,0.94,Exceeding Target,Meeting Target,2.76,2.95,130,0.08461538461538462,0.0,0.007692307692307693,0.03076923076923077,0.0,0.03076923076923077,0.0,0.0,0.07692307692307693,133,0.19548872180451127,0.0,0.007518796992481203,0.06015037593984962,0.007518796992481203,0.09022556390977443,0.0,0.045112781954887216,0.15037593984962405,21K095,P.S. 095 THE GRAVESEND,40.0,6.0,2.5,15.0,6.25,1
325,I.S. 096 SETH LOW,332100010096,21K096,21,40.608043,-73.984972,"99 AVE P BROOKLYN, NY 11204",BROOKLYN,11204,"06,07,08",06,08,Yes,0.73,,0.29,0.33,0.11,0.28,0.27,0.93,0.21,0.9,Meeting Target,0.93,Exceeding Target,0.85,Meeting Target,0.89,Meeting Target,0.74,Approaching Target,0.93,Meeting Target,Exceeding Target,2.45,2.58,513,0.07407407407407407,0.0,0.0,0.009746588693957114,0.042884990253411304,0.01364522417153996,0.0,0.0,0.04873294346978557,582,0.16151202749140894,0.0,0.0,0.015463917525773196,0.11512027491408934,0.02577319587628866,0.0,0.022336769759450172,0.10824742268041238,21K096,I.S. 096 SETH LOW,231.0,70.0,2.5,30.303030303030305,1.0822510822510822,1
